Order Date,Sales,Isolation_Anomaly,Isolation_Label,Z_Score,Z_Anomaly
2015-01-04,304.508,-1,Anomaly,-1.4238619594600666,Normal
2015-01-11,4619.108,1,Normal,-0.8396803935655438,Normal
2015-01-18,4130.533,1,Normal,-0.9058317189623167,Normal
2015-01-25,3092.544,1,Normal,-1.0463717549798595,Normal
2015-02-01,2527.9139999999998,1,Normal,-1.1228206581345028,Normal
2015-02-08,968.534,-1,Anomaly,-1.3339551897769728,Normal
2015-02-15,2771.054,1,Normal,-1.0899003628738544,Normal
2015-02-22,224.912,-1,Anomaly,-1.4346389760824512,Normal
2015-03-01,2289.643,1,Normal,-1.155081708031887,Normal
2015-03-08,4030.7279999999996,1,Normal,-0.9193449626428672,Normal
2015-03-15,4139.602,1,Normal,-0.9046038084674627,Normal
2015-03-22,37703.665,-1,Anomaly,3.639851501670768,Anomaly
2015-03-29,3998.777,1,Normal,-0.923671014933206,Normal
2015-04-05,10363.902,1,Normal,-0.06185562309749153,Normal
2015-04-12,8418.293,1,Normal,-0.3252841940515722,Normal
2015-04-19,2198.37,1,Normal,-1.1674397491165511,Normal
2015-04-26,5660.104,1,Normal,-0.6987332203930748,Normal
2015-05-03,4974.812,1,Normal,-0.7915193311924513,Normal
2015-05-10,6332.464,1,Normal,-0.6076980566131552,Normal
2015-05-17,3967.87,1,Normal,-0.9278557133194069,Normal
2015-05-24,6241.9839999999995,1,Normal,-0.6199487283051167,Normal
2015-05-31,6523.233,1,Normal,-0.5818686093540507,Normal
2015-06-07,8569.948,1,Normal,-0.3047506439250868,Normal
2015-06-14,8683.282,1,Normal,-0.28940562153851807,Normal
2015-06-21,11139.4446,1,Normal,0.043150099445944674,Normal
2015-06-28,5143.957,1,Normal,-0.7686176969822743,Normal
2015-07-05,3158.3999999999996,1,Normal,-1.0374550857165328,Normal
2015-07-12,6290.629,1,Normal,-0.6133623675131685,Normal
2015-07-19,1387.6860000000001,-1,Anomaly,-1.2772034928159983,Normal
2015-07-26,21590.079999999998,1,Normal,1.4581291363357445,Normal
2015-08-02,3255.66,1,Normal,-1.0242864260264337,Normal
2015-08-09,13454.076000000001,1,Normal,0.35654299698468095,Normal
2015-08-16,3187.942,1,Normal,-1.0334552034980986,Normal
2015-08-23,4366.4980000000005,1,Normal,-0.8738828933014673,Normal
2015-08-30,4901.8925,1,Normal,-0.801392373350298,Normal
2015-09-06,4234.85,1,Normal,-0.8917075664546871,Normal
2015-09-13,29959.137,-1,Anomaly,2.5912698268564225,Anomaly
2015-09-20,20685.832000000002,1,Normal,1.3356971582619976,Normal
2015-09-27,17249.3338,1,Normal,0.8704074675213241,Normal
2015-10-04,11781.179,1,Normal,0.13003866540347994,Normal
2015-10-11,4751.272,1,Normal,-0.8217858558390144,Normal
2015-10-18,10468.226,1,Normal,-0.04773052281464248,Normal
2015-10-25,3882.9900000000002,1,Normal,-0.9393481648359152,Normal
2015-11-01,14794.436,1,Normal,0.538022995979346,Normal
2015-11-08,14934.875,1,Normal,0.557037939411567,Normal
2015-11-15,15130.8292,1,Normal,0.583569444394557,Normal
2015-11-22,26793.6235,1,Normal,2.16267050518344,Anomaly
2015-11-29,16191.363,1,Normal,0.7271619665213053,Normal
2015-12-06,13185.832,1,Normal,0.3202237089946446,Normal
2015-12-13,8971.064499999999,1,Normal,-0.25044088981668056,Normal
2015-12-20,23416.453,1,Normal,1.7054135749969133,Normal
2015-12-27,10632.52,1,Normal,-0.025485696831451774,Normal
2016-01-03,15880.6606,1,Normal,0.6850939614781526,Normal
2016-01-10,1973.444,1,Normal,-1.1978939332565388,Normal
2016-01-17,1720.158,1,Normal,-1.2321879609993562,Normal
2016-01-24,358.522,-1,Anomaly,-1.416548655074903,Normal
2016-01-31,10314.516,1,Normal,-0.06854231266622725,Normal
2016-02-07,3249.4900000000002,1,Normal,-1.025121822184031,Normal
2016-02-14,2071.846,1,Normal,-1.1845706508092313,Normal
2016-02-21,4776.534,1,Normal,-0.8183654704689622,Normal
2016-02-28,1853.5410000000002,1,Normal,-1.2141283749882057,Normal
2016-03-06,6066.2554,1,Normal,-0.6437417586487063,Normal
2016-03-13,5375.648,1,Normal,-0.7372475557910474,Normal
2016-03-20,13310.136,1,Normal,0.3370540305463418,Normal
2016-03-27,5012.915,1,Normal,-0.7863603198807934,Normal
2016-04-03,2873.5840000000003,1,Normal,-1.0760181638400699,Normal
2016-04-10,6433.63,1,Normal,-0.5940005383506778,Normal
2016-04-17,11463.31,1,Normal,0.08700032809079129,Normal
2016-04-24,4603.642,1,Normal,-0.8417744352143931,Normal
2016-05-01,11805.6065,1,Normal,0.13334606242774366,Normal
2016-05-08,7774.9439999999995,1,Normal,-0.41239137113326585,Normal
2016-05-15,4905.0615,1,Normal,-0.8009633019688677,Normal
2016-05-22,4418.17,1,Normal,-0.866886687425395,Normal
2016-05-29,6551.177,1,Normal,-0.5780850906785405,Normal
2016-06-05,9418.944,1,Normal,-0.18979959105386215,Normal
2016-06-12,4550.428,1,Normal,-0.8489794224316348,Normal
2016-06-19,7687.451,1,Normal,-0.4242376135994989,Normal
2016-06-26,6242.707,1,Normal,-0.6198508366646072,Normal
2016-07-03,4014.966,1,Normal,-0.9214790816438474,Normal
2016-07-10,4291.266,1,Normal,-0.8840690397728382,Normal
2016-07-17,10366.159,1,Normal,-0.06155003328749206,Normal
2016-07-24,3955.135,1,Normal,-0.9295799872362628,Normal
2016-07-31,7539.815,1,Normal,-0.44422700535363696,Normal
2016-08-07,3837.8992,1,Normal,-0.9454532995300785,Normal
2016-08-14,7272.986000000001,1,Normal,-0.48035470735291125,Normal
2016-08-21,7085.682000000001,1,Normal,-0.5057150058784543,Normal
2016-08-28,15773.478,1,Normal,0.6705818168750268,Normal
2016-09-04,8162.043,1,Normal,-0.3599795369015401,Normal
2016-09-11,8243.94,1,Normal,-0.3488909730249202,Normal
2016-09-18,24095.96,1,Normal,1.7974164172757543,Normal
2016-09-25,18316.364999999998,1,Normal,1.0148797146066415,Normal
2016-10-02,9591.275,1,Normal,-0.1664665837224365,Normal
2016-10-09,3987.545,1,Normal,-0.9251917879708288,Normal
2016-10-16,9673.8455,1,Normal,-0.15528683033007254,Normal
2016-10-23,5588.974,1,Normal,-0.7083639705859265,Normal
2016-10-30,6122.684,1,Normal,-0.6361015259714626,Normal
2016-11-06,15492.867,1,Normal,0.6325880808653789,Normal
2016-11-13,27965.3492,1,Normal,2.3213180169400003,Anomaly
2016-11-20,15075.134,1,Normal,0.5760285114810056,Normal
2016-11-27,13504.011299999998,1,Normal,0.36330405982884056,Normal
2016-12-04,20712.1,1,Normal,1.339253752470711,Normal
2016-12-11,15675.144,1,Normal,0.657267741386993,Normal
2016-12-18,11314.54,1,Normal,0.06685739675112427,Normal
2016-12-25,22843.047,1,Normal,1.6277764325101667,Normal
2017-01-01,10421.8172,1,Normal,-0.05401411004295712,Normal
2017-01-08,5769.608,1,Normal,-0.6839067664479319,Normal
2017-01-15,2174.507,1,Normal,-1.1706707148392,Normal
2017-01-22,3227.454,1,Normal,-1.0281054185744383,Normal
2017-01-29,2662.052,1,Normal,-1.1046588477961263,Normal
2017-02-05,17926.368,1,Normal,0.9620755014341189,Normal
2017-02-12,3821.642,1,Normal,-0.9476544668580024,Normal
2017-02-19,2920.111,1,Normal,-1.0697185727501952,Normal
2017-02-26,2628.088,1,Normal,-1.1092574531602486,Normal
2017-03-05,14419.498,1,Normal,0.4872577180964922,Normal
2017-03-12,14129.183,1,Normal,0.44795009483995224,Normal
2017-03-19,14902.938,1,Normal,0.5527137826716668,Normal
2017-03-26,4575.475,1,Normal,-0.8455881473004615,Normal
2017-04-02,7145.821,1,Normal,-0.4975723981763891,Normal
2017-04-09,9674.378999999999,1,Normal,-0.15521459631871473,Normal
2017-04-16,15502.758000000002,1,Normal,0.6339272872502728,Normal
2017-04-23,7107.204000000001,1,Normal,-0.5028010032684367,Normal
2017-04-30,2779.046,1,Normal,-1.088818274366315,Normal
2017-05-07,10158.411,1,Normal,-0.08967837703927788,Normal
2017-05-14,4767.564,1,Normal,-0.819579976714286,Normal
2017-05-21,8770.649000000001,1,Normal,-0.27757643902623236,Normal
2017-05-28,23367.662000000004,1,Normal,1.6988074463218197,Normal
2017-06-04,12066.989,1,Normal,0.16873632760816012,Normal
2017-06-11,10913.018,1,Normal,0.012492739378227358,Normal
2017-06-18,10713.721,1,Normal,-0.01449136889092412,Normal
2017-06-25,10503.088,1,Normal,-0.043010331429528134,Normal
2017-07-02,7617.454,1,Normal,-0.4337149596032812,Normal
2017-07-09,9571.029999999999,1,Normal,-0.16920768505315895,Normal
2017-07-16,4431.985,1,Normal,-0.8650161853318445,Normal
2017-07-23,9716.872,1,Normal,-0.14946119454808565,Normal
2017-07-30,9929.576,1,Normal,-0.12066182594102395,Normal
2017-08-06,5045.558,1,Normal,-0.7819405732402022,Normal
2017-08-13,6791.8325,1,Normal,-0.5455011879225192,Normal
2017-08-20,3783.892,1,Normal,-0.9527656832193148,Normal
2017-08-27,14460.025,1,Normal,0.49274493042695333,Normal
2017-09-03,17558.9918,1,Normal,0.9123340645017547,Normal
2017-09-10,14920.9956,1,Normal,0.5551587177859989,Normal
2017-09-17,16528.072,1,Normal,0.7727511731385535,Normal
2017-09-24,13848.655,1,Normal,0.4099675967364759,Normal
2017-10-01,9753.1413,1,Normal,-0.14455045972495068,Normal
2017-10-08,28412.098,1,Normal,2.3818062229256074,Anomaly
2017-10-15,7439.001,1,Normal,-0.45787686406222877,Normal
2017-10-22,12415.174,1,Normal,0.2158793439992474,Normal
2017-10-29,6625.844999999999,1,Normal,-0.5679753078105546,Normal
2017-11-05,16321.3878,1,Normal,0.7447668641408117,Normal
2017-11-12,20640.302,1,Normal,1.3295325574426449,Normal
2017-11-19,12641.716,1,Normal,0.24655232881843728,Normal
2017-11-26,27367.716,1,Normal,2.240400597339909,Anomaly
2017-12-03,23324.762,1,Normal,1.6929989381920099,Normal
2017-12-10,18961.002,1,Normal,1.1021612823286897,Normal
2017-12-17,25449.8,-1,Anomaly,1.980721560549903,Normal
2017-12-24,17948.247,1,Normal,0.9650378405803217,Normal
2017-12-31,16060.185,1,Normal,0.7094009297042396,Normal
2018-01-07,9060.984,1,Normal,-0.23826610784049423,Normal
2018-01-14,7332.659,1,Normal,-0.47227519440116067,Normal
2018-01-21,13698.768,1,Normal,0.38967342755109774,Normal
2018-01-28,9476.086,1,Normal,-0.18206276654212417,Normal
2018-02-04,5776.3279999999995,1,Normal,-0.6829969022373885,Normal
2018-02-11,5409.749,1,Normal,-0.7326304011119187,Normal
2018-02-18,5648.0154,1,Normal,-0.70036997403825,Normal
2018-02-25,4509.7519999999995,1,Normal,-0.8544868088346214,Normal
2018-03-04,6164.182,1,Normal,-0.6304828436784364,Normal
2018-03-11,6965.41,1,Normal,-0.5219994089038255,Normal
2018-03-18,8779.131000000001,1,Normal,-0.27642800625334096,Normal
2018-03-25,26029.904,1,Normal,2.0592655885250744,Anomaly
2018-04-01,19382.9038,1,Normal,1.1592852924751036,Normal
2018-04-08,10151.6085,1,Normal,-0.09059941145776333,Normal
2018-04-15,5102.797,1,Normal,-0.7741906152718537,Normal
2018-04-22,7631.758000000001,1,Normal,-0.4317782486408384,Normal
2018-04-29,5292.6326,1,Normal,-0.748487547068422,Normal
2018-05-06,11606.7218,1,Normal,0.1064177781190099,Normal
2018-05-13,11772.475,1,Normal,0.12886017461649024,Normal
2018-05-20,14571.618,1,Normal,0.5078542275768323,Normal
2018-05-27,4357.192,1,Normal,-0.8751428927573183,Normal
2018-06-03,6581.8854,1,Normal,-0.5739272820292763,Normal
2018-06-10,6481.39,1,Normal,-0.5875340034257432,Normal
2018-06-17,15095.256000000001,1,Normal,0.5787529590471602,Normal
2018-06-24,6318.9355,1,Normal,-0.6095297676209438,Normal
2018-07-01,17261.1922,1,Normal,0.8720130529014298,Normal
2018-07-08,11589.842,1,Normal,0.10413231295515099,Normal
2018-07-15,9998.841,1,Normal,-0.11128359014589002,Normal
2018-07-22,10896.305,1,Normal,0.010229858343880025,Normal
2018-07-29,9618.882,1,Normal,-0.16272869365391335,Normal
2018-08-05,5205.628,1,Normal,-0.7602676619036388,Normal
2018-08-12,11128.529999999999,1,Normal,0.04167230124469463,Normal
2018-08-19,22222.553999999996,1,Normal,1.543763876916,Normal
2018-08-26,15330.072,1,Normal,0.6105462141755817,Normal
2018-09-02,20946.612,1,Normal,1.3710058470753228,Normal
2018-09-09,17672.048000000003,1,Normal,0.9276414737517631,Normal
2018-09-16,20166.201,1,Normal,1.2653409604064982,Normal
2018-09-23,26104.432999999997,1,Normal,2.069356551285134,Anomaly
2018-09-30,12296.062,1,Normal,0.1997520008673629,Normal
2018-10-07,21535.594,1,Normal,1.4507519248215073,Normal
2018-10-14,16509.831,1,Normal,0.7702814063134752,Normal
2018-10-21,13270.8182,1,Normal,0.33173053961519455,Normal
2018-10-28,21535.27,1,Normal,1.4507080563684989,Normal
2018-11-04,29017.466999999997,-1,Anomaly,2.4637710424602104,Anomaly
2018-11-11,20015.55,1,Normal,1.2449433483257546,Normal
2018-11-18,30572.447,-1,Anomaly,2.6743098296791104,Anomaly
2018-11-25,22212.769,1,Normal,1.5424390225558564,Normal
2018-12-02,35998.9,-1,Anomaly,3.4090323557054005,Anomaly
2018-12-09,21537.241,1,Normal,1.4509749227909665,Normal
2018-12-16,11542.833999999999,1,Normal,0.09776759616806281,Normal
2018-12-23,19457.068,1,Normal,1.1693268626065907,Normal
2018-12-30,15210.8858,1,Normal,0.5944088246263726,Normal
